epoch,accuracy,auc,loss,lr,prc,precision,recall,val_accuracy,val_auc,val_loss,val_prc,val_precision,val_recall
16,0.6748896837234497,0.8993780612945557,0.041181452572345734,1e-04,0.737639307975769,0.6748896837234497,0.6748896837234497,0.7631250023841858,0.9376234412193298,0.03572854772210121,0.8410974144935608,0.7631250023841858,0.7631250023841858
17,0.6797426342964172,0.9031517505645752,0.03954091668128967,1e-04,0.7463443875312805,0.6797426342964172,0.6797426342964172,0.7677083611488342,0.940399169921875,0.0342060811817646,0.8474322557449341,0.7677083611488342,0.7677083611488342
18,0.682536780834198,0.9054427146911621,0.03805443271994591,1e-04,0.751499593257904,0.682536780834198,0.682536780834198,0.7731249928474426,0.9436306953430176,0.03271470218896866,0.8547756671905518,0.7731249928474426,0.7731249928474426
19,0.6907720565795898,0.9098550081253052,0.03655711188912392,1e-04,0.7632701396942139,0.6907720565795898,0.6907720565795898,0.7818750143051147,0.9460185170173645,0.03143109008669853,0.861428439617157,0.7818750143051147,0.7818750143051147
20,0.6994853019714355,0.9138622879981995,0.03503185138106346,1e-04,0.7726582884788513,0.6994853019714355,0.6994853019714355,0.7860416769981384,0.9489307999610901,0.030090535059571266,0.8681649565696716,0.7860416769981384,0.7860416769981384
21,0.7063602805137634,0.9155516028404236,0.03405069187283516,1e-04,0.7777768969535828,0.7063602805137634,0.7063602805137634,0.7985416650772095,0.9523596167564392,0.02879966050386429,0.8762185573577881,0.7985416650772095,0.7985416650772095
22,0.7063970565795898,0.9160633683204651,0.033088456839323044,1e-04,0.7779064774513245,0.7063970565795898,0.7063970565795898,0.8058333396911621,0.9541683197021484,0.027769142761826515,0.8821460604667664,0.8058333396911621,0.8058333396911621
23,0.714411735534668,0.9196925759315491,0.031855642795562744,1e-04,0.7867555022239685,0.714411735534668,0.714411735534668,0.8077083230018616,0.955952525138855,0.026724983006715775,0.8852075338363647,0.8077083230018616,0.8077083230018616
24,0.7244852781295776,0.9245383143424988,0.030495282262563705,1e-04,0.79837965965271,0.7244852781295776,0.7244852781295776,0.8152083158493042,0.958060622215271,0.025740819051861763,0.8908487558364868,0.8152083158493042,0.8152083158493042
25,0.7269117832183838,0.9252463579177856,0.029672736302018166,1e-04,0.8001216650009155,0.7269117832183838,0.7269117832183838,0.8197916746139526,0.9602322578430176,0.024821536615490913,0.8964838981628418,0.8197916746139526,0.8197916746139526
26,0.7302206158638,0.9267855882644653,0.028904128819704056,1e-04,0.8043641448020935,0.7302206158638,0.7302206158638,0.824999988079071,0.9619289636611938,0.023996852338314056,0.9016281366348267,0.824999988079071,0.824999988079071
27,0.7352206110954285,0.9290819764137268,0.028053369373083115,1e-04,0.8115545511245728,0.7352206110954285,0.7352206110954285,0.828125,0.9629108905792236,0.02328588254749775,0.9038344025611877,0.828125,0.828125
28,0.7448161840438843,0.9324302077293396,0.027182675898075104,1e-04,0.8197400569915771,0.7448161840438843,0.7448161840438843,0.8270833492279053,0.9641597270965576,0.022550955414772034,0.9073777198791504,0.8270833492279053,0.8270833492279053
29,0.7472058534622192,0.9339909553527832,0.026376215741038322,1e-04,0.8239818811416626,0.7472058534622192,0.7472058534622192,0.8333333134651184,0.9654902219772339,0.021847212687134743,0.9103565216064453,0.8333333134651184,0.8333333134651184
30,0.7497426271438599,0.935305118560791,0.025742853060364723,1e-04,0.8271771669387817,0.7497426271438599,0.7497426271438599,0.8410416841506958,0.967538058757782,0.021109728142619133,0.9157249927520752,0.8410416841506958,0.8410416841506958
31,0.753125011920929,0.9365262389183044,0.025269851088523865,1e-04,0.8306596875190735,0.753125011920929,0.753125011920929,0.8431249856948853,0.9685013890266418,0.020608428865671158,0.9184606075286865,0.8431249856948853,0.8431249856948853
32,0.7564338445663452,0.9382521510124207,0.024547500535845757,1e-04,0.8353554606437683,0.7564338445663452,0.7564338445663452,0.8458333611488342,0.9692118763923645,0.020074518397450447,0.9203248023986816,0.8458333611488342,0.8458333611488342
33,0.7568382620811462,0.93895423412323,0.024065405130386353,1e-04,0.8374944925308228,0.7568382620811462,0.7568382620811462,0.8456249833106995,0.9693846106529236,0.01957910694181919,0.9207289814949036,0.8456249833106995,0.8456249833106995
34,0.7617647051811218,0.9396949410438538,0.023690320551395416,1e-04,0.8397358059883118,0.7617647051811218,0.7617647051811218,0.8535416722297668,0.9715921878814697,0.01890331134200096,0.92628014087677,0.8535416722297668,0.8535416722297668
35,0.7650735378265381,0.9412068128585815,0.02317441999912262,1e-04,0.8439887762069702,0.7650735378265381,0.7650735378265381,0.8545833230018616,0.9722831845283508,0.01849258504807949,0.9276424646377563,0.8545833230018616,0.8545833230018616
36,0.770588219165802,0.94318687915802,0.022559726610779762,1e-04,0.8475894927978516,0.770588219165802,0.770588219165802,0.8566666841506958,0.9730497598648071,0.01804870367050171,0.9301060438156128,0.8566666841506958,0.8566666841506958
37,0.7734191417694092,0.9439188241958618,0.022202013060450554,1e-04,0.8506696224212646,0.7734191417694092,0.7734191417694092,0.8575000166893005,0.9734130501747131,0.017660021781921387,0.9307656288146973,0.8575000166893005,0.8575000166893005
38,0.7803676724433899,0.9477440118789673,0.02122589573264122,1e-04,0.8593856692314148,0.7803676724433899,0.7803676724433899,0.8579166531562805,0.9739488363265991,0.017237333580851555,0.9325674772262573,0.8579166531562805,0.8579166531562805
39,0.7774264812469482,0.9459766149520874,0.021314149722456932,1e-04,0.8547846674919128,0.7774264812469482,0.7774264812469482,0.8604166507720947,0.9742804765701294,0.016955314204096794,0.9337680339813232,0.8604166507720947,0.8604166507720947
40,0.7835661768913269,0.9481945633888245,0.0207423847168684,1e-04,0.8609216213226318,0.7835661768913269,0.7835661768913269,0.8660416603088379,0.9758545160293579,0.01647409051656723,0.9378231763839722,0.8660416603088379,0.8660416603088379
41,0.7847426533699036,0.949076235294342,0.02041085623204708,1e-04,0.8645886182785034,0.7847426533699036,0.7847426533699036,0.8668749928474426,0.9758343696594238,0.016176076605916023,0.9370709657669067,0.8668749928474426,0.8668749928474426
42,0.7893750071525574,0.9515291452407837,0.01974218338727951,1e-04,0.8705158829689026,0.7893750071525574,0.7893750071525574,0.8675000071525574,0.9762146472930908,0.015886638313531876,0.9388259053230286,0.8675000071525574,0.8675000071525574
43,0.7869117856025696,0.9501579999923706,0.019788509234786034,1e-04,0.8659071326255798,0.7869117856025696,0.7869117856025696,0.8741666674613953,0.9769197702407837,0.015544983558356762,0.9402540922164917,0.8741666674613953,0.8741666674613953
44,0.7902941107749939,0.9512540698051453,0.019504789263010025,1e-04,0.8707919120788574,0.7902941107749939,0.7902941107749939,0.8737499713897705,0.9773380756378174,0.015278536826372147,0.9415731430053711,0.8737499713897705,0.8737499713897705
45,0.7952206134796143,0.952625036239624,0.018986830487847328,1e-04,0.8724494576454163,0.7952206134796143,0.7952206134796143,0.8756250143051147,0.977867066860199,0.01493062637746334,0.9429982900619507,0.8756250143051147,0.8756250143051147
46,0.7913235425949097,0.9521750211715698,0.018887363374233246,1e-04,0.8724382519721985,0.7913235425949097,0.7913235425949097,0.8770833611488342,0.9783202409744263,0.01475136261433363,0.943935751914978,0.8770833611488342,0.8770833611488342
47,0.7983823418617249,0.9542474746704102,0.01845330372452736,1e-04,0.8779045939445496,0.7983823418617249,0.7983823418617249,0.8768749833106995,0.9786276817321777,0.014522786252200603,0.9450670480728149,0.8768749833106995,0.8768749833106995
48,0.7984558939933777,0.9543404579162598,0.018317818641662598,1e-04,0.8774852156639099,0.7984558939933777,0.7984558939933777,0.8756250143051147,0.9782916307449341,0.014369050972163677,0.9443576335906982,0.8756250143051147,0.8756250143051147
49,0.801838219165802,0.955214262008667,0.01808566227555275,1e-04,0.8811048269271851,0.801838219165802,0.801838219165802,0.8754166960716248,0.9785158634185791,0.014120974577963352,0.9448685646057129,0.8754166960716248,0.8754166960716248
50,0.8051838278770447,0.9564536809921265,0.017695609480142593,1e-04,0.8843931555747986,0.8051838278770447,0.8051838278770447,0.8768749833106995,0.9793509244918823,0.013897115364670753,0.9468359351158142,0.8768749833106995,0.8768749833106995
51,0.8035661578178406,0.9572392702102661,0.017359411343932152,1e-04,0.885308563709259,0.8035661578178406,0.8035661578178406,0.8802083134651184,0.9800851345062256,0.01357394177466631,0.948818564414978,0.8802083134651184,0.8802083134651184
52,0.8055882453918457,0.9568209648132324,0.017340220510959625,1e-04,0.8845818638801575,0.8055882453918457,0.8055882453918457,0.877916693687439,0.9799138307571411,0.0135063286870718,0.9485692977905273,0.877916693687439,0.877916693687439
53,0.8126102685928345,0.9594109654426575,0.016822466626763344,1e-04,0.8918282389640808,0.8126102685928345,0.8126102685928345,0.8799999952316284,0.9806225299835205,0.013188120909035206,0.9499916434288025,0.8799999952316284,0.8799999952316284
54,0.813308835029602,0.9590319991111755,0.016819313168525696,1e-04,0.8903409242630005,0.813308835029602,0.813308835029602,0.8799999952316284,0.9806663393974304,0.013092279434204102,0.9505550861358643,0.8799999952316284,0.8799999952316284
55,0.8134558796882629,0.9597406387329102,0.016566619277000427,1e-04,0.8927048444747925,0.8134558796882629,0.8134558796882629,0.8793749809265137,0.9808812737464905,0.012889234349131584,0.9504255056381226,0.8793749809265137,0.8793749809265137
56,0.808897078037262,0.9589760899543762,0.01655915006995201,1e-04,0.8907934427261353,0.808897078037262,0.808897078037262,0.8829166889190674,0.9811950922012329,0.012751934118568897,0.9520027041435242,0.8829166889190674,0.8829166889190674
57,0.8169117569923401,0.9607052803039551,0.016188234090805054,1e-04,0.895136833190918,0.8169117569923401,0.8169117569923401,0.8839583396911621,0.9812020063400269,0.012616953812539577,0.9516252279281616,0.8839583396911621,0.8839583396911621
58,0.8152941465377808,0.9608362913131714,0.01601899042725563,1e-04,0.8954784274101257,0.8152941465377808,0.8152941465377808,0.8818749785423279,0.9810859560966492,0.012509750202298164,0.9511793255805969,0.8818749785423279,0.8818749785423279
59,0.8177205920219421,0.9613916277885437,0.01588769443333149,1e-04,0.8968450427055359,0.8177205920219421,0.8177205920219421,0.890625,0.9820159673690796,0.012327167205512524,0.9538666009902954,0.890625,0.890625
60,0.8184558749198914,0.9617062211036682,0.015757201239466667,1e-04,0.8981610536575317,0.8184558749198914,0.8184558749198914,0.8881250023841858,0.9821879863739014,0.012164833024144173,0.9545315504074097,0.8881250023841858,0.8881250023841858
61,0.8168014883995056,0.9618345499038696,0.015644358471035957,1e-04,0.8984153866767883,0.8168014883995056,0.8168014883995056,0.893750011920929,0.982791006565094,0.011970621533691883,0.9559609889984131,0.893750011920929,0.893750011920929
62,0.8203308582305908,0.962561309337616,0.015394906513392925,1e-04,0.8998386859893799,0.8203308582305908,0.8203308582305908,0.8933333158493042,0.9832087755203247,0.011828111484646797,0.9573537707328796,0.8933333158493042,0.8933333158493042
63,0.8274999856948853,0.964381217956543,0.015039460733532906,1e-04,0.9046421647071838,0.8274999856948853,0.8274999856948853,0.893750011920929,0.9829322695732117,0.011731619946658611,0.9558470249176025,0.893750011920929,0.893750011920929
64,0.82459557056427,0.9640564322471619,0.01492119301110506,1e-04,0.9031074643135071,0.82459557056427,0.82459557056427,0.8958333134651184,0.9829943776130676,0.01163521222770214,0.9566172361373901,0.8958333134651184,0.8958333134651184
65,0.825551450252533,0.9639118909835815,0.014929955825209618,1e-04,0.9034652709960938,0.825551450252533,0.825551450252533,0.8956249952316284,0.9834902286529541,0.011489100754261017,0.9578768610954285,0.8956249952316284,0.8956249952316284
66,0.8309191465377808,0.965430498123169,0.014659871347248554,1e-04,0.9074618220329285,0.8309191465377808,0.8309191465377808,0.8962500095367432,0.9839345812797546,0.011324277147650719,0.958816647529602,0.8962500095367432,0.8962500095367432
67,0.8291544318199158,0.9650623202323914,0.014606289565563202,1e-04,0.9069715142250061,0.8291544318199158,0.8291544318199158,0.893958330154419,0.9836990833282471,0.011238046921789646,0.958186149597168,0.893958330154419,0.893958330154419
68,0.8276838064193726,0.9649596810340881,0.014621980488300323,1e-04,0.9067200422286987,0.8276838064193726,0.8276838064193726,0.8960416913032532,0.9844887256622314,0.011071243323385715,0.9606336355209351,0.8960416913032532,0.8960416913032532
69,0.8335661888122559,0.9662483930587769,0.014328611083328724,1e-04,0.9093884229660034,0.8335661888122559,0.8335661888122559,0.8987500071525574,0.9847724437713623,0.010911788791418076,0.9610067009925842,0.8987500071525574,0.8987500071525574
70,0.8325367569923401,0.9659769535064697,0.014357764273881912,1e-04,0.9092602729797363,0.8325367569923401,0.8325367569923401,0.8987500071525574,0.9851075410842896,0.010816785506904125,0.9619765281677246,0.8987500071525574,0.8987500071525574
71,0.8365440964698792,0.9672236442565918,0.014101123437285423,1e-04,0.9127559661865234,0.8365440964698792,0.8365440964698792,0.8977083563804626,0.984897255897522,0.010794256813824177,0.9614673852920532,0.8977083563804626,0.8977083563804626
72,0.8348897099494934,0.9679876565933228,0.013871189206838608,1e-04,0.9147891402244568,0.8348897099494934,0.8348897099494934,0.8985416889190674,0.9851101636886597,0.010690287686884403,0.9618184566497803,0.8985416889190674,0.8985416889190674
73,0.8371323347091675,0.968131959438324,0.013752778060734272,1e-04,0.9138690233230591,0.8371323347091675,0.8371323347091675,0.8974999785423279,0.9850277900695801,0.010616292245686054,0.961689293384552,0.8974999785423279,0.8974999785423279
74,0.8357720375061035,0.9678475856781006,0.013785723596811295,1e-04,0.9146010875701904,0.8357720375061035,0.8357720375061035,0.8997916579246521,0.9851892590522766,0.010518891736865044,0.9619058966636658,0.8997916579246521,0.8997916579246521
75,0.836213231086731,0.9686846137046814,0.013580568134784698,1e-04,0.9166610836982727,0.836213231086731,0.836213231086731,0.9016666412353516,0.985329270362854,0.010425837710499763,0.9621523022651672,0.9016666412353516,0.9016666412353516
76,0.8434559106826782,0.9702192544937134,0.013282859697937965,1e-04,0.9207420945167542,0.8434559106826782,0.8434559106826782,0.9049999713897705,0.986247718334198,0.010211626999080181,0.9644511938095093,0.9049999713897705,0.9049999713897705
77,0.8408823609352112,0.9695236682891846,0.013319726102054119,1e-04,0.9181301593780518,0.8408823609352112,0.8408823609352112,0.9049999713897705,0.9856452941894531,0.010278016328811646,0.962513267993927,0.9049999713897705,0.9049999713897705
78,0.8435661792755127,0.96986323595047,0.013314127922058105,1e-04,0.9194998145103455,0.8435661792755127,0.8435661792755127,0.9024999737739563,0.9858580231666565,0.010168000124394894,0.9634070992469788,0.9024999737739563,0.9024999737739563
79,0.8441176414489746,0.9702782034873962,0.013155735097825527,1e-04,0.9207199811935425,0.8441176414489746,0.8441176414489746,0.9045833349227905,0.9863193035125732,0.010066035203635693,0.965062141418457,0.9045833349227905,0.9045833349227905
80,0.8401837944984436,0.9698776602745056,0.013107330538332462,1e-04,0.9191853404045105,0.8401837944984436,0.8401837944984436,0.9052083492279053,0.9859994649887085,0.010097520425915718,0.9644038677215576,0.9052083492279053,0.9052083492279053
81,0.848308801651001,0.9715417623519897,0.01280959416180849,1e-04,0.9238128066062927,0.848308801651001,0.848308801651001,0.903124988079071,0.9864234924316406,0.009929880499839783,0.9650360941886902,0.903124988079071,0.903124988079071
82,0.8488235473632812,0.9724239110946655,0.012549054808914661,1e-04,0.9258615970611572,0.8488235473632812,0.8488235473632812,0.9058333039283752,0.987011194229126,0.00974662322551012,0.9664963483810425,0.9058333039283752,0.9058333039283752
83,0.8444852828979492,0.9706322550773621,0.012864314951002598,1e-04,0.921316921710968,0.8444852828979492,0.8444852828979492,0.9077083468437195,0.9871989488601685,0.00970758218318224,0.9668322205543518,0.9077083468437195,0.9077083468437195
84,0.8517279624938965,0.9720594882965088,0.01263787318021059,1e-04,0.9253342747688293,0.8517279624938965,0.8517279624938965,0.9068750143051147,0.9869325757026672,0.009700016118586063,0.9667588472366333,0.9068750143051147,0.9068750143051147
85,0.8513970375061035,0.9733102321624756,0.012310175225138664,1e-04,0.9285645484924316,0.8513970375061035,0.8513970375061035,0.9089583158493042,0.987512469291687,0.00950721837580204,0.9679954051971436,0.9089583158493042,0.9089583158493042
86,0.8527573347091675,0.9737415909767151,0.012181175872683525,1e-04,0.9293979406356812,0.8527573347091675,0.8527573347091675,0.9072916507720947,0.9875580072402954,0.009423996321856976,0.9677128791809082,0.9072916507720947,0.9072916507720947
87,0.854007363319397,0.9731905460357666,0.012378182262182236,1e-04,0.9281495809555054,0.854007363319397,0.854007363319397,0.9097916483879089,0.9878820180892944,0.0093796132132411,0.9691002368927002,0.9097916483879089,0.9097916483879089
88,0.8567647337913513,0.9747296571731567,0.011974475346505642,1e-04,0.9323157668113708,0.8567647337913513,0.8567647337913513,0.9116666913032532,0.9880520701408386,0.009254198521375656,0.9693667888641357,0.9116666913032532,0.9116666913032532
89,0.8577573299407959,0.974791407585144,0.011874628253281116,1e-04,0.9324100613594055,0.8577573299407959,0.8577573299407959,0.9127083420753479,0.9885958433151245,0.009078288450837135,0.9704390168190002,0.9127083420753479,0.9127083420753479
90,0.8585293889045715,0.9755805134773254,0.011727058328688145,1e-04,0.9345093369483948,0.8585293889045715,0.8585293889045715,0.9131249785423279,0.9882456064224243,0.009140048176050186,0.9694632291793823,0.9131249785423279,0.9131249785423279
91,0.856801450252533,0.9744184613227844,0.011956799775362015,1e-04,0.931672990322113,0.856801450252533,0.856801450252533,0.9139583110809326,0.9886412620544434,0.009053386747837067,0.9707797169685364,0.9139583110809326,0.9139583110809326
92,0.8588603138923645,0.9751121997833252,0.011815231293439865,1e-04,0.9332448244094849,0.8588603138923645,0.8588603138923645,0.9129166603088379,0.9886897802352905,0.008956486359238625,0.9709583520889282,0.9129166603088379,0.9129166603088379
93,0.8609191179275513,0.9753793478012085,0.011698066256940365,1e-04,0.9337708950042725,0.8609191179275513,0.8609191179275513,0.9175000190734863,0.9886391162872314,0.008944465778768063,0.9705575704574585,0.9175000190734863,0.9175000190734863
94,0.8623161911964417,0.976069986820221,0.011548430658876896,1e-04,0.9360457062721252,0.8623161911964417,0.8623161911964417,0.9139583110809326,0.988595724105835,0.008923333138227463,0.9708882570266724,0.9139583110809326,0.9139583110809326
95,0.8638970851898193,0.9768989086151123,0.011347458697855473,1e-04,0.937975287437439,0.8638970851898193,0.8638970851898193,0.9156249761581421,0.9887039065361023,0.008808462880551815,0.9706926941871643,0.9156249761581421,0.9156249761581421
96,0.863308846950531,0.9765985012054443,0.011406773701310158,1e-04,0.9376501441001892,0.863308846950531,0.863308846950531,0.9195833206176758,0.9891059398651123,0.008725658990442753,0.9711284041404724,0.9195833206176758,0.9195833206176758
97,0.8654412031173706,0.9767168760299683,0.011352535337209702,1e-04,0.9374550580978394,0.8654412031173706,0.8654412031173706,0.9175000190734863,0.9892319440841675,0.008618098683655262,0.9718161225318909,0.9175000190734863,0.9175000190734863
98,0.864742636680603,0.9773790240287781,0.011115922592580318,1e-04,0.9391428828239441,0.864742636680603,0.864742636680603,0.9152083396911621,0.9891191124916077,0.008650018833577633,0.9718579649925232,0.9152083396911621,0.9152083396911621
99,0.8636764883995056,0.9767199754714966,0.011230003088712692,1e-04,0.9373072981834412,0.8636764883995056,0.8636764883995056,0.9170833230018616,0.9894202351570129,0.008561676368117332,0.9728707075119019,0.9170833230018616,0.9170833230018616
